TaxonConcept,UUID,TaxonRank,AccordingTo,EIVEres-M,EIVEres-M.nw3,EIVEres-M.n,EIVEres-N,EIVEres-N.nw3,EIVEres-N.n,EIVEres-R,EIVEres-R.nw3,EIVEres-R.n,EIVEres-L,EIVEres-L.nw3,EIVEres-L.n,EIVEres-T,EIVEres-T.nw3,EIVEres-T.n
Trifolium incarnatum,4621085d-0a33-46ed-a5d1-f275188ec618,Species,EuroMed,3.4,3.6,11,5.2,6.3,9,5.8,5.2,10,7.9,3.8,8,5.8,4.4,9
Trifolium incarnatum subsp. incarnatum,4621085d-0a33-46ed-a5d1-f275188ec618,Subspecies,EuroMed,3.5,3.1,4,6.3,3.9,3,6.1,3.7,4,7.6,3.4,3,5.4,3.5,3
Trifolium incarnatum subsp. molinerii,dad87f92-4cb0-48d4-af07-89b9604dd348,Subspecies,EuroMed,2.5,3.7,4,3.1,4.1,4,5.1,6.0,4,7.5,3.5,3,5.8,3.7,3
Trifolium infamia-ponertii,915f25a4-f870-4c1a-b136-9c2059ec2a72,Species,EuroMed,2.8,2.1,1,5.9,2.3,1,8.4,2.7,1,7.5,2.3,1,7.5,4.1,1
Trifolium isthmocarpum,43be8b5e-a8ac-4ec4-aa65-714e8ab1cb22,Species,EuroMed,2.6,2.5,1,5.3,2.9,1,8.8,2.8,1,9.4,2.8,1,7.3,2.6,1
Trifolium isthmocarpum subsp. jaminianum,a00a63d7-37ef-4250-b2f2-8f339388f1db,Subspecies,EuroMed,2.6,2.5,1,5.3,2.9,1,8.8,2.8,1,9.4,2.8,1,7.3,2.6,1
Trifolium lappaceum,9218af8d-96c2-4c4c-8786-31041da8c537,Species,EuroMed,4.0,4.8,3,3.3,7.3,3,6.7,6.2,3,7.7,3.0,3,6.7,5.1,3
Trifolium latinum,aec7677d-9014-4ad5-8a13-d8d31447f29e,Species,EuroMed,2.6,2.5,1,3.0,2.9,1,2.9,2.8,1,8.2,2.8,1,6.4,2.6,1
Trifolium leucanthum,a085f955-184f-4869-8291-81ec261b756a,Species,EuroMed,2.7,3.3,2,3.0,6.7,2,5.5,5.7,2,7.7,4.0,3,6.4,2.7,2
Trifolium ligusticum,7b724f71-0ff0-4e72-9416-67d84a0fc0ae,Species,EuroMed,3.9,5.2,4,1.7,3.8,4,3.7,2.9,4,7.2,3.9,4,6.4,4.0,4
Trifolium lucanicum,a48d2890-bc72-433d-b5aa-eb917eae41c5,Species,EuroMed,4.5,4.1,1,4.8,2.3,1,5.7,2.7,1,7.5,2.3,1,7.5,2.1,1
Trifolium lupinaster,b8aacef3-391d-44b3-bb55-4a15de5c1794,Species,EuroMed,3.9,3.6,5,3.0,5.1,2,5.8,4.0,3,6.8,4.3,3,2.9,4.6,4
Trifolium medium,30eb69c4-90b5-493c-961b-58f4c57c2a8c,Species,EuroMed,3.7,2.9,23,3.4,4.5,18,5.9,4.0,18,6.4,4.8,17,4.3,3.6,19
Trifolium medium subsp. medium,5321cd6a-320a-4a22-829b-2bbca7a58153,Subspecies,EuroMed,4.0,2.9,2,3.1,2.9,1,6.1,6.5,2,6.9,2.8,1,4.3,2.9,2
Trifolium medium subsp. sarosiense,b51f7719-aa57-4228-84d2-78712dec6ddb,Subspecies,EuroMed,3.8,1.6,1,,,,,,,,,,,,
Trifolium michelianum,09993cc6-9f2e-4f55-adc6-164cbb0bfc7a,Species,EuroMed,5.1,2.2,2,7.7,2.9,1,5.8,7.1,2,8.2,2.8,1,6.1,3.0,2
Trifolium micranthum,a50b8298-30cf-4488-96d0-a5609877083a,Species,EuroMed,4.2,5.7,15,3.5,6.0,11,6.5,5.9,12,8.6,3.8,11,5.3,4.0,12
Trifolium montanum,862a2cea-0c30-4755-94fd-420430ff43bc,Species,EuroMed,3.2,3.2,22,2.7,5.2,16,7.7,4.4,19,7.4,3.6,15,4.1,4.6,16
Trifolium montanum subsp. montanum,862a2cea-0c30-4755-94fd-420430ff43bc,Subspecies,EuroMed,3.2,1.8,1,2.5,2.4,1,7.6,4.4,1,7.6,2.2,1,3.3,4.5,1
Trifolium montanum subsp. rupestre,a993c79c-1d8b-4634-880b-5fbd8205d4b3,Subspecies,EuroMed,3.2,1.8,1,2.5,2.4,1,7.6,4.4,1,7.6,2.2,1,1.7,4.5,1
Trifolium mutabile,1df2f716-cf1c-4ca7-a732-9cdfbaa80b78,Species,EuroMed,3.4,2.5,1,3.0,2.9,1,5.3,2.8,1,8.2,2.8,1,6.4,2.6,1
Trifolium nigrescens,ee3a5e42-2121-432e-b7db-4c8657c367af,Species,EuroMed,2.6,5.1,4,6.0,4.0,4,5.7,5.8,4,7.8,2.8,4,6.3,5.3,4
Trifolium nigrescens subsp. nigrescens,faa520de-c370-48c8-b216-100b899daa9e,Subspecies,EuroMed,2.8,4.1,1,7.1,2.3,1,7.7,8.1,1,7.5,2.3,1,7.5,4.1,1
Trifolium nigrescens subsp. petrisavii,29043acd-4af3-42d0-b4c9-9f7d74337945,Subspecies,EuroMed,4.5,7.4,2,7.8,2.9,1,4.1,3.1,2,6.6,4.1,2,6.3,6.4,2
Trifolium noricum,4fcefb9c-ed0e-4239-9c2c-a76dd520a464,Species,EuroMed,3.7,2.4,2,4.5,3.1,2,5.3,6.9,2,8.5,4.0,2,1.4,3.4,2
Trifolium obscurum,81b6a7c6-56a4-4700-ac57-292e283ea925,Species,EuroMed,2.6,2.5,1,1.8,2.9,1,4.1,2.8,1,8.2,2.8,1,6.4,2.6,1
Trifolium ochroleucon,06c4aee2-3b8c-48e2-a470-bc9ada706b38,Species,EuroMed,3.5,2.8,18,2.5,3.7,14,7.3,4.6,16,7.2,3.2,13,4.5,3.5,15
Trifolium ochroleucon aggr.,AG4248ee-9989-4a40-8ab3-a47871b13d43,Species Aggregate,additionalAggregates,3.5,2.7,18,2.8,4.0,14,7.2,6.5,16,7.2,3.0,13,4.5,8.1,15
Trifolium ornithopodioides,be751858-8175-4ca2-9019-c3113b195490,Species,EuroMed,3.2,5.6,11,2.4,5.0,6,6.2,7.5,7,8.8,3.7,8,5.5,3.7,9
Trifolium pallescens,0e48b076-6d01-49bc-bae3-a4fd6e16d8f6,Species,EuroMed,4.1,3.2,7,2.8,3.9,5,4.9,4.8,6,8.7,3.8,5,1.7,3.3,6
Trifolium pallidum,850c2852-5c2d-47fa-a1e2-d1e2ee33b8b4,Species,EuroMed,2.8,5.1,7,3.9,5.7,5,6.5,3.9,5,7.3,4.5,4,6.0,5.0,6
Trifolium pannonicum,17591741-5880-47da-84cf-b34592ec3e53,Species,EuroMed,3.4,2.9,9,3.7,4.3,7,7.1,4.5,8,7.5,3.4,6,4.5,3.8,8
Trifolium patens,c51d604b-0d43-42e6-a600-b1b437509cd6,Species,EuroMed,4.9,3.7,13,4.6,4.4,9,6.4,3.5,11,7.7,2.9,8,5.3,4.0,12
Trifolium patulum,fbacad8e-2e9b-49d7-ba9a-c3f202f7798c,Species,EuroMed,3.4,2.5,1,3.0,2.9,1,5.3,2.8,1,4.7,2.8,1,2.8,2.6,1
Trifolium phitosianum,AT7151f8-9ff8-4090-918e-e2cfc90b0471,Species,additionalTaxa,2.8,4.1,1,0.2,2.3,1,8.4,1.4,1,4.0,2.3,1,6.9,2.1,1
Trifolium phleoides,87a8048b-1425-41b4-95e8-05446d0a2774,Species,EuroMed,2.6,2.5,1,1.8,2.9,1,4.1,2.8,1,8.2,2.8,1,4.6,2.6,1
Trifolium physodes,83242144-d480-4488-8167-0139fa678e9b,Species,EuroMed,3.5,4.4,2,5.0,4.1,2,7.3,3.3,2,7.8,5.4,2,6.9,5.0,2
Trifolium physodes var. physodes,3c3463fb-06b3-4c5d-bbb3-8ebe6da70a74,Variety,EuroMed,3.7,4.1,1,5.1,6.9,1,5.7,2.7,1,7.5,2.3,1,7.5,4.1,1
Trifolium pilulare,27590cc7-e040-45a1-a1b9-e40b3c1ab6c6,Species,EuroMed,3.7,4.1,1,7.1,2.3,1,7.0,2.7,1,8.6,2.3,1,7.5,4.1,1
Trifolium praetermissum,ATeb6a1d-2b85-43a9-b2a0-469c4213a37a,Species,additionalTaxa,2.8,4.1,1,,,,8.4,2.7,1,7.5,2.3,1,6.9,4.1,1
Trifolium pratense,964b0d33-cabd-4664-8982-e4c8911b2ad1,Species,EuroMed,4.6,3.7,21,5.0,6.6,16,6.1,6.5,17,6.9,4.2,17,3.9,4.7,15
Trifolium pratense aggr.,AGbd8e6b-a2f9-4ca1-b166-848ae70eb927,Species Aggregate,additionalAggregates,4.6,2.7,21,5.0,4.3,15,5.9,6.0,15,6.9,3.7,18,3.7,7.9,14
Trifolium pratense var. americanum,d14a9824-4087-4bb8-868d-cc4aee084be3,Variety,EuroMed,4.3,4.1,2,5.7,3.5,2,6.9,5.6,2,6.9,2.5,1,4.1,5.3,2
Trifolium pratense var. maritimum,7bf8495e-c443-4a10-a55e-e3cb63e314ab,Variety,EuroMed,4.3,2.2,1,4.4,6.7,1,6.3,7.0,1,6.9,2.8,1,3.9,7.4,1
Trifolium pratense var. nivale,AS0beba4-3fd8-4b38-bf0c-db84f7fc1b74,Variety,additionalTaxa,4.5,2.4,3,5.9,3.8,3,5.7,2.7,3,8.0,2.7,3,0.9,2.5,3
Trifolium pratense var. pratense,3d641418-4061-4216-9b3d-1b2f8930b806,Variety,EuroMed,4.5,2.4,5,5.2,5.4,3,6.3,6.2,4,7.1,3.0,4,4.0,5.8,4
Trifolium pratense var. sativum,18ea9484-9e64-4d2f-a930-e5778f51704f,Variety,EuroMed,4.3,4.1,2,5.7,3.5,2,6.9,5.6,2,6.9,2.5,1,4.1,5.3,2
Trifolium purpureum,37073555-350e-48da-ab96-400d968d155b,Species,EuroMed,2.2,2.0,1,,,,7.4,2.0,1,,,,4.9,2.3,1
Trifolium repens,7619e933-13cf-4975-a1b6-0a94389d4e78,Species,EuroMed,4.5,4.4,25,6.4,5.9,20,5.8,5.2,19,7.6,3.5,18,4.1,5.4,16
Trifolium repens subsp. prostratum,AS172919-49f2-425f-b21a-8a09f61249a0,Subspecies,additionalTaxa,3.1,2.8,3,3.9,5.2,3,6.3,4.1,3,8.2,4.1,3,6.0,3.5,2
Trifolium repens subsp. repens,7619e933-13cf-4975-a1b6-0a94389d4e78,Subspecies,EuroMed,4.8,1.8,1,7.2,2.4,1,5.4,4.4,1,7.6,2.2,1,3.3,2.3,1
Trifolium repens var. repens,f8eec684-d316-40c8-91a7-5dd4334ef17d,Variety,EuroMed,4.7,3.8,3,6.7,3.0,2,6.0,5.0,3,7.8,3.0,2,5.3,7.8,2
Trifolium resupinatum,7f9ba635-9958-41e7-9e61-148006d97152,Species,EuroMed,4.6,3.3,16,5.1,5.4,15,7.0,4.5,13,8.1,2.6,14,5.8,4.0,15
Trifolium resupinatum var. majus,e96267dc-2d4c-46c6-af9d-fadaa323713f,Variety,EuroMed,5.0,2.3,2,6.7,3.4,2,6.9,5.3,2,7.9,2.9,2,5.6,2.7,2
Trifolium resupinatum var. resupinatum,7f9ba635-9958-41e7-9e61-148006d97152,Variety,EuroMed,5.0,2.3,3,6.7,3.4,2,7.5,5.2,3,7.9,2.9,2,5.4,3.8,3
Trifolium retusum,3c8e0798-a9a8-49c1-bf76-99efcdb4a687,Species,EuroMed,2.7,4.5,8,2.5,6.9,4,6.6,4.5,7,8.3,2.5,5,5.5,2.6,7
Trifolium rubens,bac4aef8-ffab-40c9-9bff-b88e01573790,Species,EuroMed,3.1,2.5,16,2.9,3.8,12,7.7,4.0,15,6.5,3.6,12,4.6,2.8,15
Trifolium saxatile,4d649738-6993-402f-81f9-ca0cc0633297,Species,EuroMed,3.7,6.1,2,1.6,4.2,2,3.0,7.0,2,8.5,4.0,2,0.9,2.5,2
Trifolium scabrum,5d2fc1bb-2ce3-4dcd-bedd-63eff4bd9e9d,Species,EuroMed,2.0,3.2,13,1.8,5.0,12,8.1,4.8,13,8.9,4.1,12,6.3,4.5,12
Trifolium sebastiani,4a7453d7-9a23-4ea8-87b7-f10bb37a4ffa,Species,EuroMed,2.6,2.5,1,1.8,2.9,1,4.1,2.8,1,8.2,2.8,1,7.3,2.6,1
Trifolium spadiceum,f6508f24-a0fc-436c-a201-a941deeb7103,Species,EuroMed,6.0,3.3,18,3.1,4.0,14,3.6,5.1,15,7.2,3.4,13,2.9,3.5,13
Trifolium spumosum,0d27bd9f-a235-4b7e-9d05-5bbaffa211c8,Species,EuroMed,3.9,6.8,2,3.9,6.4,2,6.2,4.4,2,7.8,3.1,2,7.6,4.8,2
Trifolium squamosum,2c44a95f-b646-44ae-9e71-20d2f3dcfc62,Species,EuroMed,4.8,4.4,7,5.4,5.0,5,6.5,4.7,6,8.6,3.9,5,5.4,5.3,5
Trifolium squarrosum,afe08ccc-1de8-4a16-bda3-a2b3718eba4e,Species,EuroMed,1.8,2.5,1,1.8,2.9,1,2.9,2.8,1,9.4,2.8,1,7.3,2.6,1
Trifolium stellatum,405a9ee8-3f73-4ac6-afb2-c6c33d7f4984,Species,EuroMed,2.6,3.4,3,5.4,3.2,3,6.5,8.1,3,8.9,4.3,3,6.8,4.0,3
Trifolium striatum,76c3d301-61ed-41e4-ab2e-3aee3407058f,Species,EuroMed,2.5,2.9,17,2.0,4.0,14,3.7,5.8,16,8.0,2.3,14,5.6,3.3,15
Trifolium strictum,e2000712-7cf9-4f87-924d-f844189b4ab1,Species,EuroMed,2.8,4.8,10,1.8,3.8,8,4.7,7.0,9,7.9,3.7,7,5.4,3.9,8
Trifolium subterraneum,4e725603-e90f-4f8b-abb7-34d1acaa9d5e,Species,EuroMed,2.2,3.0,10,3.3,4.9,8,5.7,5.7,9,8.0,3.4,7,6.3,3.6,8
Trifolium subterraneum subsp. subterraneum,41e7afa3-cd5e-4f05-94dd-65b755b6b750,Subspecies,EuroMed,2.6,6.3,2,3.6,6.9,2,6.8,5.1,2,8.3,4.0,2,6.8,4.5,2
Trifolium suffocatum,22f01be6-ccd9-4d2c-b5d3-31abc4218cfa,Species,EuroMed,3.6,3.3,4,3.2,6.2,3,5.5,5.9,4,8.3,2.7,3,6.4,5.4,3
Trifolium sylvaticum,57018658-36f1-4301-a501-741634bc7bec,Species,EuroMed,2.5,2.0,2,2.2,3.1,2,2.5,3.6,2,7.9,2.8,2,6.3,2.8,3
Trifolium tenuifolium,e86fa06f-76bc-439a-b330-66c787456268,Species,EuroMed,2.3,4.7,2,1.6,4.1,2,5.5,3.1,2,9.0,3.1,2,7.6,2.7,2
Trifolium thalii,5a077efb-c79a-4c2d-8579-e4d33b9ba6d8,Species,EuroMed,4.5,2.9,8,4.0,6.1,5,7.6,4.5,6,7.3,3.0,6,1.4,3.5,6
Trifolium tomentosum,a558574f-020e-4051-939d-b93e3d2a24fc,Species,EuroMed,3.5,4.4,2,5.0,4.1,2,8.0,3.4,2,8.4,4.2,2,6.9,5.0,2
Trifolium trichocephalum,5640abc1-6a6a-432c-b0c9-4c1a443a76a5,Species,EuroMed,4.4,2.5,1,3.3,2.9,1,5.7,2.8,1,7.5,2.8,1,2.5,2.6,1
Trifolium uniflorum,9275300b-d6a4-439e-b152-1a5093187889,Species,EuroMed,2.5,7.6,2,3.9,6.4,2,5.0,6.8,2,7.8,3.1,2,6.9,5.0,2
Trifolium velenovskyi,2f70b180-a0e1-4db2-b3d8-55c91e401a56,Species,EuroMed,3.8,4.4,2,5.5,2.9,1,5.9,2.8,1,7.8,2.8,1,3.9,2.6,1
Trifolium vesiculosum,3697a416-e57e-4a39-977c-0778fbe927bc,Species,EuroMed,3.1,2.2,4,2.6,6.1,2,5.9,4.9,3,8.0,3.1,2,5.8,4.5,3
Triglochin barrelieri,f3aee7dd-9b5a-40d9-b1c9-aed73a9f5d0b,Species,EuroMed,6.8,5.6,3,7.2,3.0,3,8.4,3.2,3,8.0,3.0,3,7.0,3.5,3
Triglochin laxiflora,f43b3354-6b32-4636-99b8-e0d284364fa2,Species,EuroMed,6.7,2.5,1,7.7,2.9,1,7.6,2.8,1,8.2,2.8,1,6.4,2.6,1
Triglochin maritima,0b515f32-4681-49ed-9c8c-d31c4711ee21,Species,EuroMed,6.1,3.4,21,4.8,4.2,13,7.2,5.6,16,8.0,3.8,15,4.3,4.2,15
Triglochin palustris,6783a50d-238a-4e25-ae57-fcc489cf2c6b,Species,EuroMed,7.0,3.2,25,2.0,4.9,20,6.9,5.9,19,7.9,4.0,19,3.7,5.1,18
Trigonella balansae,18e64a0e-a135-4471-9eab-2ff2cd5b199f,Species,EuroMed,3.6,6.4,2,7.2,3.6,2,7.2,5.2,2,7.9,2.5,2,6.6,4.8,2
Trigonella caerulea,ac25bbd8-d4af-4f3f-b65a-4cf5ecc4d58d,Species,EuroMed,3.7,4.4,6,5.9,6.5,6,6.7,6.7,6,7.5,3.5,6,5.5,4.7,6
Trigonella cariensis,995b830d-9d09-4312-89f5-2e490ae126ab,Species,EuroMed,,,,,,,8.4,2.7,1,6.3,2.3,1,8.0,2.1,1
Trigonella coerulescens,e9af5527-d57b-493b-9351-dffcc4a1bc72,Species,EuroMed,2.5,2.6,1,1.9,4.4,1,7.2,3.7,1,8.1,2.8,1,5.8,2.6,1
Trigonella esculenta,474c4b6c-f9f1-49f3-b918-73016bf6349e,Species,EuroMed,2.9,2.9,2,6.3,4.3,2,7.6,4.4,2,9.6,2.6,2,7.0,3.0,2
Trigonella foenum-graecum,37f51d64-3a02-4415-9380-1fc154dc561a,Species,EuroMed,3.3,3.5,5,5.1,3.7,4,6.3,3.6,4,8.3,3.8,3,6.8,3.7,5
Trigonella gladiata,88c24559-f01b-474d-9bcd-848b4392884e,Species,EuroMed,2.1,3.7,9,2.4,6.8,6,8.4,5.2,8,9.1,3.7,6,6.3,4.2,8
Trigonella graeca,4f5132f1-a174-433d-bdf7-ab4c4fcef875,Species,EuroMed,1.2,4.1,1,5.9,2.3,1,8.4,2.7,1,8.6,2.3,1,8.0,2.1,1
Trigonella maritima,2086e0a9-8dd0-4383-9de2-cb77fffce252,Species,EuroMed,1.8,2.5,1,0.6,2.9,1,5.3,2.8,1,9.4,2.8,1,7.3,2.6,1
Trigonella procumbens,45fceb0c-ce84-495d-9cd1-8e5da1885e5b,Species,EuroMed,4.0,4.3,6,4.2,5.9,4,6.4,3.5,5,8.2,2.3,3,5.4,3.5,5
Trigonella rechingeri,b9be5dd4-d9ea-40a6-9dc4-d4a65599372c,Species,EuroMed,2.0,4.1,1,8.2,2.3,1,9.7,1.4,1,9.8,2.3,1,8.0,2.1,1
Trigonella spinosa,37bc3f49-d806-4184-9b4f-63be5ebc61fb,Species,EuroMed,1.2,4.1,1,3.6,2.3,1,8.4,2.7,1,8.6,2.3,1,8.0,2.1,1
Trigonocaryum involucratum,66b60356-14fd-4ca6-8275-fc912e889acf,Species,EuroMed,1.8,2.5,1,3.3,2.9,1,7.1,2.8,1,7.5,2.8,1,2.5,2.6,1
Trinia crithmifolia,3b1a8217-ae51-4791-9a26-7861a76ea3bf,Species,EuroMed,1.7,2.1,1,3.0,4.4,1,7.2,2.2,1,8.1,2.8,1,5.5,0.6,1
Trinia dalechampii,8535f18a-3adb-46b7-9472-b3ef01c08156,Species,EuroMed,2.6,2.5,1,1.8,2.9,1,7.6,2.8,1,9.4,2.8,1,2.8,2.6,1
Trinia glauca,59dbb358-f7b3-49ec-9496-f5848a8e6a45,Species,EuroMed,2.0,3.4,17,1.8,5.9,14,8.0,4.2,16,8.9,3.5,13,5.5,4.0,15
Trinia glauca subsp. carniolica,1c6e605a-7126-4d79-8d18-201a7c0eccaa,Subspecies,EuroMed,3.2,1.8,1,2.5,2.4,1,9.8,2.2,1,7.6,2.2,1,1.7,2.3,1
Trinia glauca subsp. glauca,59dbb358-f7b3-49ec-9496-f5848a8e6a45,Subspecies,EuroMed,1.6,2.9,5,1.5,3.8,3,7.5,3.9,5,8.8,3.9,3,5.9,3.6,5
Trinia hispida,776038c5-e909-4972-8640-2767ac4eb7ed,Species,EuroMed,3.0,3.6,1,4.1,6.6,1,6.8,3.0,1,8.8,1.4,1,5.5,0.6,1
Trinia kitaibelii,6273c40c-b894-4762-99c4-daa92a7bbbb4,Species,EuroMed,2.5,3.7,8,2.4,5.4,4,7.6,4.5,6,8.3,2.7,3,5.3,2.9,6
Trinia multicaulis,98cfc26f-320b-4d98-8292-48975d5a37da,Species,EuroMed,2.3,2.8,3,3.6,5.5,1,6.8,3.7,2,8.8,1.4,1,5.0,3.7,2
Tripidium ravennae,eb3c878b-14b7-4330-8e9f-420c040d5f56,Species,EuroMed,5.7,5.1,5,7.0,4.9,3,8.3,3.7,4,8.8,4.2,3,6.8,4.8,4
Tripidium ravennae subsp. ravennae,b983bbcd-3ee0-4b0d-87c9-5b1694007cb7,Subspecies,EuroMed,7.6,2.5,1,6.2,2.9,1,7.2,2.8,1,9.4,2.8,1,8.1,2.6,1
Tripidium strictum,d5391654-e66b-4401-a917-3224d71e2ad1,Species,EuroMed,4.7,4.8,4,5.4,3.9,3,8.7,5.9,4,8.9,4.3,3,6.3,4.5,4
Triplachne nitens,a485365a-0bb1-48ef-8717-6f781086fe6f,Species,EuroMed,0.7,4.7,2,3.9,6.4,2,7.4,4.6,2,9.0,3.1,2,8.8,2.7,2
Tripleurospermum ambiguum,AS2ca47a-bd5f-4124-83da-dabd478349fd,Species,additionalTaxa,5.9,1.0,1,,,,,,,,,,,,
Tripleurospermum caucasicum,fe764a8b-37db-4f4c-a614-b4f153e2e444,Species,EuroMed,1.8,2.5,1,3.3,2.9,1,7.1,2.8,1,7.5,2.8,1,2.5,2.6,1
Tripleurospermum inodorum,f29c53e8-081d-422c-ab40-d0252f2a1e23,Species,EuroMed,4.5,5.0,19,6.6,4.6,17,6.2,4.3,19,7.5,3.6,15,4.2,4.5,17
Tripleurospermum maritimum,8217487c-4d32-48ef-9740-a8fe49d01ac2,Species,EuroMed,4.6,3.4,9,8.0,5.4,9,7.1,5.5,9,8.5,4.6,9,4.3,3.9,7
Tripleurospermum maritimum aggr.,AG0d0379-985d-4f7b-ac2e-1b21f2cf6127,Species Aggregate,additionalAggregates,4.6,4.8,11,7.2,7.3,11,6.4,5.9,11,8.2,3.8,10,4.3,5.5,11
Tripleurospermum tenuifolium,392cfc77-23ba-4d0e-9b10-0586d2cf1df7,Species,EuroMed,4.5,4.0,5,6.7,5.0,3,6.9,4.5,4,7.7,2.4,2,4.2,3.2,4
Tripodion tetraphyllum,ad16d5a7-c6b1-4eb4-b2a5-4538b5d89196,Species,EuroMed,1.5,5.8,3,5.8,4.8,3,8.5,3.1,3,8.3,3.9,3,7.8,5.1,3
Tripolium pannonicum,ed184073-6d2c-49d5-a932-9879dd5d4a49,Species,EuroMed,5.7,7.0,6,6.7,7.3,6,8.0,7.7,6,8.1,4.9,6,4.6,5.6,6
Tripolium pannonicum subsp. pannonicum,d4325253-3f9b-4046-8241-a06bcc650031,Subspecies,EuroMed,4.6,7.1,7,5.8,5.8,5,7.9,4.7,7,8.6,4.4,4,5.6,5.4,7
Tripolium pannonicum subsp. tripolium,21049a09-2c32-4120-a60a-0dd7ae36c308,Subspecies,EuroMed,6.7,4.5,10,6.7,4.2,10,6.9,3.8,9,8.3,2.4,10,4.9,4.3,8
Tripolium sorrentinoi,7148f872-1144-4dd6-b1d6-fdcaa4b3c9b2,Species,EuroMed,4.2,2.5,1,1.8,2.9,1,8.8,2.8,1,9.4,2.8,1,6.4,2.6,1
Trisetaria aurea,95f76461-b241-4170-a006-3233ba5c6882,Species,EuroMed,1.8,2.5,1,5.3,2.9,1,8.8,2.8,1,8.2,2.8,1,7.3,2.6,1
Trisetaria loeflingiana,1eb2f999-5444-4b9b-ba28-87be934b3dc8,Species,EuroMed,2.9,4.5,2,2.8,2.8,2,6.5,4.5,2,7.9,2.8,2,5.2,2.8,2
Trisetaria ovata,efb20b6a-63da-4646-9cf3-8207c086c454,Species,EuroMed,2.6,2.5,1,1.8,2.9,1,3.3,2.8,1,8.0,2.8,1,5.1,2.6,1
Trisetaria panicea,56ab0a8b-c241-45ed-8a5e-75ba45042ba7,Species,EuroMed,3.4,4.9,2,3.6,8.0,2,6.1,7.6,2,7.8,3.5,2,6.3,4.0,2
Trisetaria segetum,05da27ee-e420-4c67-bb82-8319618dadb6,Species,EuroMed,5.0,2.5,1,4.2,2.9,1,5.3,2.8,1,8.2,2.8,1,6.4,2.6,1
Trisetum alpestre,ASf11f47-42ca-401e-af93-5fe887621328,Species,additionalTaxa,3.6,3.0,8,3.1,4.5,5,7.3,6.2,6,8.1,2.4,5,2.1,3.3,6
Trisetum argenteum,ASb48d14-231c-44a8-9486-ce13be14af9d,Species,additionalTaxa,3.6,2.7,3,2.1,3.0,3,8.5,5.2,3,8.3,4.6,3,1.8,6.2,3
Trisetum bertolonii,AS0202e2-b758-4ae7-82e8-a060d4bcacef,Species,additionalTaxa,4.2,2.5,1,1.8,2.9,1,6.5,2.8,1,9.4,2.8,1,2.8,2.6,1
Trisetum conradiae,acfd7b1c-e728-484d-ad42-328c6f5381ef,Species,EuroMed,4.2,2.5,1,2.7,2.9,1,2.6,2.8,1,8.2,2.8,1,3.2,2.6,1
Trisetum distichophyllum,711cf7b4-5bd7-4bd7-aca1-99b22080b97c,Species,EuroMed,4.6,3.1,4,2.6,4.2,4,9.6,2.8,4,8.6,3.6,4,0.9,3.6,4
Trisetum distichophyllum aggr.,AG87952f-1146-4927-b502-1e1afc26220d,Species Aggregate,additionalAggregates,4.2,5.8,3,2.6,3.3,3,9.5,2.7,3,8.5,4.1,3,1.0,5.0,3
Trisetum flavescens,d501b53b-55ab-41ea-87ec-70123b881bbc,Species,EuroMed,4.5,4.5,18,5.1,5.2,19,6.1,6.0,15,7.1,3.9,17,3.8,4.6,15
Trisetum flavescens aggr.,AG00dd2b-151a-42c6-a9a7-b8e2fdd88016,Species Aggregate,additionalAggregates,4.2,5.1,19,4.9,9.0,19,6.2,6.4,14,7.3,3.3,17,3.6,8.2,16
Trisetum flavescens subsp. flavescens,c1beedab-4113-48f6-a638-62f60b6cacf8,Subspecies,EuroMed,4.5,5.4,3,6.3,4.2,2,6.0,6.7,3,7.3,2.9,2,3.2,5.3,3
Trisetum flavescens subsp. purpurascens,c9607d7f-64d0-4ef7-8ad8-5d9081cf4981,Subspecies,EuroMed,4.7,4.3,2,5.1,2.8,2,7.0,5.9,2,7.3,2.9,2,2.4,7.9,2
Trisetum fuscum,19a190c7-1a4d-4e35-bf29-ca97b79c24d7,Species,EuroMed,4.9,3.3,4,2.7,5.1,2,4.2,2.4,3,7.3,3.2,2,1.7,1.7,3
Trisetum gracile,ASad2303-5fbc-4806-b5cb-ee70f7382990,Species,additionalTaxa,3.4,4.1,2,1.1,3.7,2,3.4,4.3,2,8.8,4.0,2,3.0,3.1,2
Trisetum hispidum,d5248274-5896-4c6b-b056-fdd455a77af2,Species,EuroMed,2.2,2.4,2,1.2,3.3,2,2.8,3.2,2,8.8,4.3,2,2.8,3.0,2
Trisetum macrotrichum,ab8db7b9-4855-4bad-91d7-80f987add556,Species,EuroMed,3.7,2.0,1,,,,5.4,2.0,1,,,,1.5,2.3,1
Trisetum rigidum,f931c250-bf66-4b3f-b830-c3d7369805d9,Species,EuroMed,1.8,2.5,1,3.3,2.9,1,7.1,2.8,1,7.5,2.8,1,3.7,2.6,1
Trisetum sibiricum,d09b06b5-b397-47ea-a48e-6f5552f0f200,Species,EuroMed,5.5,4.3,5,4.1,2.9,2,4.6,4.5,1,5.9,5.6,3,2.8,4.0,3
Trisetum spicatum,AS406ab2-8e05-4f9f-b8f7-ee915c556b02,Species,additionalTaxa,4.2,4.1,8,1.4,4.6,6,6.6,3.8,7,9.1,3.7,7,0.6,4.8,7
